name,fm./loc.,slat,slon,n,dec,inc,k,alpha95,f_corr,VGP_lat,VGP_lon,K,A95,dp,dm,mean_age,min_age,2sig_min,max_age,2sig_max,uncer_dist,rock_typ_1,rock_typ_2,rock_typ_3,geologic_classes,geologic_types,lithologies,demag,struc_cont,rot_area,polarity,strat_group,ordering,synch_unit,in_study_pole,rej_crit,pmag_ref,age_ref,pmag_comments,age_comments,citations,Study,VGP_lon_recalc,VGP_lat_recalc,inc_reverse,dec_reverse,vgp_lat_SH,vgp_lon_SH,age_uncertainty,keep
QL6,Latir Peak Quartz Latite,36.84022232,-105.3553961,8,310.3,62.1,414,4,,52,190.4,,,,,27.01,25.52,0.06,28.5,0.19,uniform,igneous,volcanic,quartz latite,Igneous:Extrusive,Lava,Quartz Latite,AF-TH,0,1,,0,,0,1,[],Hagstrum and Lipman (1986),Zimmerer et al. (2012),,age range between oldest Ar-Ar age on andesite (max age) and oldest age of overlying Amalia Tuff (max age),10.1029/JB091iB07p07383:10.1130/B30544.1,Latir_volcanic_field,190.4,52,-62.1,130.3,-52,10.4,2.98,TRUE
QL7,Latir Peak Quartz Latite,36.69834383,-105.389196,8,7.8,-78.6,37,13.3,,-14.9,71.6,,,,,27.01,25.52,0.06,28.5,0.19,uniform,igneous,volcanic,quartz latite,Igneous:Extrusive,Lava,Quartz Latite,AF-TH,0,1,,0,,0,1,[],Hagstrum and Lipman (1986),Zimmerer et al. (2012),,age range between oldest Ar-Ar age on andesite (max age) and oldest age of overlying Amalia Tuff (max age),10.1029/JB091iB07p07383:10.1130/B30544.1,Latir_volcanic_field,71.6,-14.9,-78.6,7.8,-14.9,71.6,2.98,TRUE
QL8,Latir Peak Quartz Latite,37.5463263,-105.5548209,9,163.6,-30.7,58,10.6,,-64.5,293.4,,,,,27.01,25.52,0.06,28.5,0.19,uniform,igneous,volcanic,quartz latite,Igneous:Extrusive,Lava,Quartz Latite,AF-TH,0,1,,0,,0,1,[],Hagstrum and Lipman (1986),Zimmerer et al. (2012),,age range between oldest Ar-Ar age on andesite (max age) and oldest age of overlying Amalia Tuff (max age),10.1029/JB091iB07p07383:10.1130/B30544.1,Latir_volcanic_field,293.4,-64.5,-30.7,163.6,-64.5,293.4,2.98,TRUE
QL9,Latir Peak Quartz Latite,37.47639583,-104.3104534,5,8.2,59,39,12.4,,83.2,323.5,,,,,27.01,25.52,0.06,28.5,0.19,uniform,igneous,volcanic,quartz latite,Igneous:Extrusive,Lava,Quartz Latite,AF-TH,0,1,,0,,0,1,[],Hagstrum and Lipman (1986),Zimmerer et al. (2012),,age range between oldest Ar-Ar age on andesite (max age) and oldest age of overlying Amalia Tuff (max age),10.1029/JB091iB07p07383:10.1130/B30544.1,Latir_volcanic_field,323.5,83.2,-59,188.2,-83.2,143.5,2.98,TRUE
QL10,Latir Peak Quartz Latite,36.8017479,-105.4244069,8,341.6,67.6,28,10.7,,71,216.5,,,,,27.01,25.52,0.06,28.5,0.19,uniform,igneous,volcanic,quartz latite,Igneous:Extrusive,Lava,Quartz Latite,AF-TH,0,1,,0,,0,1,[],Hagstrum and Lipman (1986),Zimmerer et al. (2012),,age range between oldest Ar-Ar age on andesite (max age) and oldest age of overlying Amalia Tuff (max age),10.1029/JB091iB07p07383:10.1130/B30544.1,Latir_volcanic_field,216.5,71,-67.6,161.6,-71,36.5,2.98,TRUE
QL11,Latir Peak Quartz Latite,36.90928885,-105.4204416,7,295.7,43.5,51,8.5,,34.8,172.1,,,,,27.01,25.52,0.06,28.5,0.19,uniform,igneous,volcanic,quartz latite,Igneous:Extrusive,Lava,Quartz Latite,AF-TH,0,1,,0,,0,1,[],Hagstrum and Lipman (1986),Zimmerer et al. (2012),,age range between oldest Ar-Ar age on andesite (max age) and oldest age of overlying Amalia Tuff (max age),10.1029/JB091iB07p07383:10.1130/B30544.1,Latir_volcanic_field,172.1,34.8,-43.5,115.7,-34.8,352.1,2.98,TRUE
QL12,Latir Peak Quartz Latite,36.83,-105.5,8,308.5,73.3,64,6.6,,50.4,215.3,,,,,27.01,25.52,0.06,28.5,0.19,uniform,igneous,volcanic,quartz latite,Igneous:Extrusive,Lava,Quartz Latite,AF-TH,0,1,,0,,0,1,[],Hagstrum and Lipman (1986),Zimmerer et al. (2012),,age range between oldest Ar-Ar age on andesite (max age) and oldest age of overlying Amalia Tuff (max age),10.1029/JB091iB07p07383:10.1130/B30544.1,Latir_volcanic_field,215.3359763,50.38794561,-73.3,128.5,-50.38794561,35.33597633,2.98,TRUE
QL13,Latir Peak Quartz Latite,37.00288164,-105.2357458,5,318.7,33.9,40,10.9,,49.5,149.2,,,,,27.01,25.52,0.06,28.5,0.19,uniform,igneous,volcanic,quartz latite,Igneous:Extrusive,Lava,Quartz Latite,AF-TH,0,1,,0,,0,1,[],Hagstrum and Lipman (1986),Zimmerer et al. (2012),,age range between oldest Ar-Ar age on andesite (max age) and oldest age of overlying Amalia Tuff (max age),10.1029/JB091iB07p07383:10.1130/B30544.1,Latir_volcanic_field,149.2,49.5,-33.9,138.7,-49.5,329.2,2.98,TRUE
QL14,Latir Peak Quartz Latite,36.82002572,-105.4375122,6,351,60,46,10,,81.9,197.5,,,,,27.01,25.52,0.06,28.5,0.19,uniform,igneous,volcanic,quartz latite,Igneous:Extrusive,Lava,Quartz Latite,AF-TH,0,1,,0,,0,1,[],Hagstrum and Lipman (1986),Zimmerer et al. (2012),,age range between oldest Ar-Ar age on andesite (max age) and oldest age of overlying Amalia Tuff (max age),10.1029/JB091iB07p07383:10.1130/B30544.1,Latir_volcanic_field,197.5,81.9,-60,171,-81.9,17.5,2.98,TRUE
QL15,Latir Peak Quartz Latite,36.84735234,-105.6473994,8,21.2,37.1,24,11.6,,65.5,19.7,,,,,27.01,25.52,0.06,28.5,0.19,uniform,igneous,volcanic,quartz latite,Igneous:Extrusive,Lava,Quartz Latite,AF-TH,0,1,,0,,0,1,[],Hagstrum and Lipman (1986),Zimmerer et al. (2012),,age range between oldest Ar-Ar age on andesite (max age) and oldest age of overlying Amalia Tuff (max age),10.1029/JB091iB07p07383:10.1130/B30544.1,Latir_volcanic_field,19.7,65.5,-37.1,201.2,-65.5,199.7,2.98,TRUE
QL16,Latir Peak Quartz Latite,36.82621149,-106.1909374,7,7.9,51,154,4.9,,81.7,19.7,,,,,27.01,25.52,0.06,28.5,0.19,uniform,igneous,volcanic,quartz latite,Igneous:Extrusive,Lava,Quartz Latite,AF-TH,0,1,,0,,0,1,[],Hagstrum and Lipman (1986),Zimmerer et al. (2012),,age range between oldest Ar-Ar age on andesite (max age) and oldest age of overlying Amalia Tuff (max age),10.1029/JB091iB07p07383:10.1130/B30544.1,Latir_volcanic_field,19.7,81.7,-51,187.9,-81.7,199.7,2.98,TRUE
South Canyon overall mean,South Canyon,33.5,-107.1,22,202.6,-29.8,75.6,3.6,,-63.1,198.1,90.1,3.3,,,27.37,27.23,,27.51,,normal,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,M24,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Based on average of 3 Ar-Ar dates,10.1029/91JB00603:10.1130/0016-7606(1992)104<0851:TSFFTE>2.3.CO;2,Mogollon-Datil_volcanics,198.067919,-63.13173888,-29.8,202.6,-63.13173888,198.067919,0.28,TRUE
Caronita Canyon mean,Caronita Canyon,33.92,-107.2044,4,354.2,41.5,71,11,,79,100.4,55.7,12.4,,,27.96,27.82,,28.1,,normal,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,M26,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Based on one Ar-Ar date,10.1029/91JB00603:10.1130/0016-7606(1992)104<0851:TSFFTE>2.3.CO;2,Mogollon-Datil_volcanics,101.042695,78.739347,-41.5,174.2,-78.739347,281.042695,0.28,TRUE
52/55/56/71,Bloodgood Canyon,33.5625,-108.56,35,163.2,-29.7,169.2,5.4,,66.7,116.5,,,,,28.05,27.97,,28.13,,normal,igneous,volcanic,ash flow,Igneous:Extrusive,Pyroclastite,Not Specified,AF-TH,1,0,,0,,M10,1,[],Diehl et al. (1988),McIntosh et al. (1991),,Based on average of 8 Ar-Ar dates,10.1029/JB093iB05p04869:10.1029/91JB00603,Mogollon-Datil_volcanics,296.1863459,-66.74455347,-29.7,163.2,-66.74455347,296.1863459,0.16,TRUE
Triangle C Ranch mean,Triangle C Ranch,33.62433333,-108.2078333,5,357.3,49.2,304,4.4,,85.9,105.7,275.3,4.6,,,28.05,27.77,,28.33,,normal,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,M27,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Based on average of 2 Ar-Ar dates,10.1029/91JB00603:10.1130/0016-7606(1992)104<0851:TSFFTE>2.3.CO;2,Mogollon-Datil_volcanics,105.432619,85.78037329,-49.2,177.3,-85.78037329,285.432619,0.56,TRUE
Bloodgood Canyon mean,Bloodgood Canyon,33.31895652,-108.4378696,22,165.3,-27.1,100,3.1,,66.9,110.4,140.2,2.6,,,28.05,27.97,,28.13,,normal,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,M10,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Based on average of 8 Ar-Ar dates,10.1029/91JB00603:10.1130/0016-7606(1992)104<0851:TSFFTE>2.3.CO;2,Mogollon-Datil_volcanics,290.1940718,-66.81052588,-27.1,165.3,-66.81052588,290.1940718,0.16,TRUE
57,Shelley Peak,33.61,-108.89,7,173,-48.7,114,5.7,,82.8,129.3,,,,,28.075,28.05,0.08,28.1,0.18,uniform,igneous,volcanic,ash flow,Igneous:Extrusive,Pyroclastite,Not Specified,AF-TH,1,0,,0,,19,1,[],Diehl et al. (1988),McIntosh et al. (1991),,"Age determined stratigraphically, although lower stratigraphic age not defined",10.1029/JB093iB05p04869:10.1029/91JB00603,Mogollon-Datil_volcanics,309.3587436,-82.84477967,-48.7,173,-82.84477967,309.3587436,0.05,TRUE
Shelley Peak mean,Shelley Peak,33.2,-108.9,8,174.8,-32.7,76,6.4,,-73.9,269,100.8,5.5,,,28.075,28.05,0.08,28.1,0.18,uniform,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,M19,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,"Age determined stratigraphically, although lower stratigraphic age not defined",10.1029/91JB00603:10.1130/0016-7606(1992)104<0851:TSFFTE>2.3.CO;2,Mogollon-Datil_volcanics,269.2353119,-73.90418576,-32.7,174.8,-73.90418576,269.2353119,0.05,TRUE
Garcia Camp mean,Garcia Camp,33.2,-107.3,7,185.4,-48.8,137,5.2,,-84.1,198.3,135.7,5.2,,,28.1,27.92,,28.28,,normal,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,M29,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Based on one Ar-Ar date,10.1029/91JB00603:10.1130/0016-7606(1992)104<0851:TSFFTE>2.3.CO;2,Mogollon-Datil_volcanics,198.2371969,-84.23641292,-48.8,185.4,-84.23641292,198.2371969,0.36,TRUE
R6,Rhyolite flows and intrusives,37.24332769,-104.7097101,7,327.1,47.4,1125,1.8,,61.2,157.4,,,,,28.22,28.17,,28.27,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,AF-TH,0,1,,0,,0,1,[],Hagstrum and Lipman (1986),Zimmerer et al. (2012),,"assigned age is from Tetilla Peak Tuff, which this site is correlated with",10.1029/JB091iB07p07383:10.1130/B30544.1,Latir_volcanic_field,157.4,61.2,-47.4,147.1,-61.2,337.4,0.1,TRUE
35,Vicks Peak,34.22,-107.26,7,166.1,-18.4,29.7,11.2,,62.1,103.2,,,,,28.56,28.44,,28.68,,normal,igneous,volcanic,ash flow,Igneous:Extrusive,Pyroclastite,Not Specified,AF-TH,1,0,,0,,18,1,[],Diehl et al. (1988),McIntosh et al. (1991),,Based on average of 3 Ar-Ar dates,10.1029/JB093iB05p04869:10.1029/91JB00603,Mogollon-Datil_volcanics,283.2066336,-62.13643614,-18.4,166.1,-62.13643614,283.2066336,0.24,TRUE
Vicks Peak mean,Vicks Peak,33.5,-107.7,24,182.8,-27.9,84,3.3,,-71.1,243.9,107.5,2.9,,,28.56,28.44,,28.68,,normal,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,M18,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Based on average of 3 Ar-Ar dates,10.1029/91JB00603:10.1130/0016-7606(1992)104<0851:TSFFTE>2.3.CO;2,Mogollon-Datil_volcanics,243.8926886,-71.15663583,-27.9,182.8,-71.15663583,243.8926886,0.24,TRUE
34/39,La Jencia,34.155,-107.505,13,168.2,-50,93.1,4.3,,79.6,148.9,,,,,28.85,28.77,,28.93,,normal,igneous,volcanic,ash flow,Igneous:Extrusive,Pyroclastite,Not Specified,AF-TH,1,0,,0,,M9,1,[],Diehl et al. (1988),McIntosh et al. (1991),,Based on average of 4 Ar-Ar dates,10.1029/JB093iB05p04869:10.1029/91JB00603,Mogollon-Datil_volcanics,327.058434,-79.49932559,-50,168.2,-79.49932559,327.058434,0.16,TRUE
La Jencia mean,La Jencia,33.97375,-107.264375,15,168.2,-49.3,112,3.6,,79.4,147.5,115.3,3.6,,,28.85,28.77,,28.93,,normal,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,M9,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Based on average of 4 Ar-Ar dates,10.1029/91JB00603:10.1130/0016-7606(1992)104<0851:TSFFTE>2.3.CO;2,Mogollon-Datil_volcanics,325.1197288,-79.31007902,-49.3,168.2,-79.31007902,325.1197288,0.16,TRUE
50,Squirrel Springs,34.01,-108.25,8,183.5,-23.8,247.8,3.5,,68.2,62.5,,,,,29,26,,32,,normal,igneous,volcanic,lava flow,Igneous:Extrusive,Lava,Not Specified,AF-TH,1,0,,0,,0,1,[],Diehl et al. (1988),Diehl et al. (1988),,"Age range as reported in Diehl et al. (1988) [not updated], but assumed a 2 sigma uncertainty of +/- 3 Ma according to average uniform error range reported.",10.1029/JB093iB05p04869:10.1029/91JB00603,Mogollon-Datil_volcanics,242.5154743,-68.19211511,-23.8,183.5,-68.19211511,242.5154743,6,TRUE
72,Bear Springs,32.72,-107.86,6,21.9,75.2,231.2,4.4,,57.4,271.1,,,,,29,27,,31,,uniform,igneous,volcanic,lava flow,Igneous:Extrusive,Lava,Not Specified,AF-TH,1,0,,0,,0,1,[],Diehl et al. (1988),Diehl et al. (1988),,Age range as reported in Diehl et al. (1988) [not updated],10.1029/JB093iB05p04869:10.1029/91JB00603,Mogollon-Datil_volcanics,271.0206293,57.41750418,-75.2,201.9,-57.41750418,91.0206293,4,TRUE
91,Bear Springs,32.85,-107.87,8,166.8,-28.2,1007.2,1.8,,68.5,109,,,,,29,27,,31,,uniform,igneous,volcanic,lava flow,Igneous:Extrusive,Lava,Not Specified,AF-TH,1,0,,0,,0,1,[],Diehl et al. (1988),Diehl et al. (1988),,Age range as reported in Diehl et al. (1988) [not updated],10.1029/JB093iB05p04869:10.1029/91JB00603,Mogollon-Datil_volcanics,289.1435728,-68.50751435,-28.2,166.8,-68.50751435,289.1435728,4,TRUE
94,Bear Springs,32.85,-107.89,7,156.9,-37.3,549.9,2.6,,66.2,137.6,,,,,29,26,,32,,normal,igneous,volcanic,lava flow,Igneous:Extrusive,Lava,Not Specified,AF-TH,1,0,,0,,0,1,[],Diehl et al. (1988),Diehl et al. (1988),,"Age range as reported in Diehl et al. (1988) [not updated], but assumed a 2 sigma uncertainty of +/- 3 Ma according to average uniform error range reported.",10.1029/JB093iB05p04869:10.1029/91JB00603,Mogollon-Datil_volcanics,317.5905141,-66.23528958,-37.3,156.9,-66.23528958,317.5905141,6,TRUE
59,Davis Canyon,33.62,-108.89,8,176.9,-57,878.1,1.9,,85.3,219.3,,,,,29.01,28.79,,29.23,,normal,igneous,volcanic,ash flow,Igneous:Extrusive,Pyroclastite,Not Specified,AF-TH,1,0,,0,,20,1,[],Diehl et al. (1988),McIntosh et al. (1991),,Based on average of 2 Ar-Ar dates,10.1029/JB093iB05p04869:10.1029/91JB00603,Mogollon-Datil_volcanics,39.61685628,-85.29502174,-57,176.9,-85.29502174,39.61685628,0.44,TRUE
Davis Canyon mean,Davis Canyon,33.39242857,-108.7447143,6,159.6,-53.9,81,7.5,,73.3,164.4,46.1,10,,,29.01,28.79,,29.23,,normal,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,M20,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Based on average of 2 Ar-Ar dates,10.1029/91JB00603:10.1130/0016-7606(1992)104<0851:TSFFTE>2.3.CO;2,Mogollon-Datil_volcanics,350.482887,-73.06705776,-53.9,159.6,-73.06705776,350.482887,0.44,TRUE
2,Conejos Formation,36.96889514,-105.8154742,4,359.8,68.5,67,9,,75.2,253.7,,,,,29.35,27.7,,31,,uniform,igneous,volcanic,andesite,Igneous:Extrusive,Lava,Andesite,AF-TH,1,1,N,0,,0,1,[],Brown and Golombek (1997),Armstrong et al. (2013),,age based on range estimated in Armstrong et al. (2013),10.1029/97GL00127:10.1029/91JB00068:10.1130/2013.2494(02),San_Luis_Hills_volcanics,253.7,75.2,-68.5,179.8,-75.2,73.7,3.3,TRUE
7,Conejos Formation,37.05129843,-105.9837925,9,166.8,-44.7,118,4.8,,-74.5,304,,,,,29.35,27.7,,31,,uniform,igneous,volcanic,volcanic mudflow,Igneous:Extrusive,Lava,Pyroclastite,AF-TH,1,1,R,0,,0,1,[],Brown and Golombek (1997),Armstrong et al. (2013),,age based on range estimated in Armstrong et al. (2013),10.1029/97GL00127:10.1029/91JB00068:10.1130/2013.2494(02),San_Luis_Hills_volcanics,304,-74.5,-44.7,166.8,-74.5,304,3.3,TRUE
8,Conejos Formation,36.94255755,-106.4067152,9,158.8,-52,246,3.5,,-72.1,335.9,,,,,29.35,27.7,,31,,uniform,igneous,volcanic,volcanic mudflow,Igneous:Extrusive,Lava,Pyroclastite,AF-TH,1,1,R,0,,0,1,[],Brown and Golombek (1997),Armstrong et al. (2013),,age based on range estimated in Armstrong et al. (2013),10.1029/97GL00127:10.1029/91JB00068:10.1130/2013.2494(02),San_Luis_Hills_volcanics,335.9,-72.1,-52,158.8,-72.1,335.9,3.3,TRUE
9,Conejos Formation,37.21514614,-105.3644221,7,352.6,53.7,401,3,,83.3,140.5,,,,,29.35,27.7,,31,,uniform,igneous,volcanic,andesite,Igneous:Extrusive,Lava,Andesite,AF-TH,1,1,N,0,,0,1,[],Brown and Golombek (1997),Armstrong et al. (2013),,age based on range estimated in Armstrong et al. (2013),10.1029/97GL00127:10.1029/91JB00068:10.1130/2013.2494(02),San_Luis_Hills_volcanics,140.5,83.3,-53.7,172.6,-83.3,320.5,3.3,TRUE
18,Conejos Formation,37.32668669,-105.5514789,7,176,-63.4,26,10.4,,-81.8,54.2,,,,,29.35,27.7,,31,,uniform,igneous,volcanic,andesite,Igneous:Extrusive,Lava,Andesite,AF-TH,1,1,R,0,,0,1,[],Brown and Golombek (1997),Armstrong et al. (2013),,age based on range estimated in Armstrong et al. (2013),10.1029/97GL00127:10.1029/91JB00068:10.1130/2013.2494(02),San_Luis_Hills_volcanics,54.2,-81.8,-63.4,176,-81.8,54.2,3.3,TRUE
20,Conejos Formation,37.20863191,-106.3965389,2,182.8,-57.2,133,12.6,,-87.7,147.7,,,,,29.35,27.7,,31,,uniform,igneous,volcanic,dacite,Igneous:Extrusive,Lava,Dacite,AF-TH,1,1,R,0,,0,1,[],Brown and Golombek (1997),Armstrong et al. (2013),,age based on range estimated in Armstrong et al. (2013),10.1029/97GL00127:10.1029/91JB00068:10.1130/2013.2494(02),San_Luis_Hills_volcanics,147.7,-87.7,-57.2,182.8,-87.7,147.7,3.3,TRUE
23,Conejos Formation,37.12061832,-105.9981988,7,177.6,-51.9,295,3.5,,-85,277.9,,,,,29.35,27.7,,31,,uniform,igneous,volcanic,volcanic mudflow,Igneous:Extrusive,Lava,Pyroclastite,AF-TH,1,1,R,0,,0,1,[],Brown and Golombek (1997),Armstrong et al. (2013),,age based on range estimated in Armstrong et al. (2013),10.1029/97GL00127:10.1029/91JB00068:10.1130/2013.2494(02),San_Luis_Hills_volcanics,277.9,-85,-51.9,177.6,-85,277.9,3.3,TRUE
24,Conejos Formation,37.04225344,-106.0626669,7,149.1,-56.8,106,5.9,,-65.5,354.2,,,,,29.35,27.7,,31,,uniform,igneous,volcanic,andesite,Igneous:Extrusive,Lava,Andesite,AF-TH,1,1,R,0,,0,1,[],Brown and Golombek (1997),Armstrong et al. (2013),,age based on range estimated in Armstrong et al. (2013),10.1029/97GL00127:10.1029/91JB00068:10.1130/2013.2494(02),San_Luis_Hills_volcanics,354.2,-65.5,-56.8,149.1,-65.5,354.2,3.3,TRUE
25,Conejos Formation,37.02399629,-106.2695093,8,166.6,-50.7,84,6.1,,-77.6,320.8,,,,,29.35,27.7,,31,,uniform,igneous,volcanic,volcanic mudflow,Igneous:Extrusive,Lava,Pyroclastite,AF-TH,1,1,R,0,,0,1,[],Brown and Golombek (1997),Armstrong et al. (2013),,age based on range estimated in Armstrong et al. (2013),10.1029/97GL00127:10.1029/91JB00068:10.1130/2013.2494(02),San_Luis_Hills_volcanics,320.8,-77.6,-50.7,166.6,-77.6,320.8,3.3,TRUE
26,Conejos Formation,37.28935644,-105.3883945,9,156.7,-49.5,329,2.8,,-69.5,331.7,,,,,29.35,27.7,,31,,uniform,igneous,volcanic,volcanic mudflow,Igneous:Extrusive,Lava,Pyroclastite,AF-TH,1,1,R,0,,0,1,[],Brown and Golombek (1997),Armstrong et al. (2013),,age based on range estimated in Armstrong et al. (2013),10.1029/97GL00127:10.1029/91JB00068:10.1130/2013.2494(02),San_Luis_Hills_volcanics,331.7,-69.5,-49.5,156.7,-69.5,331.7,3.3,TRUE
27,Conejos Formation,37.10782483,-105.9659351,3,318.5,27.8,132,7.2,,47,144,,,,,29.35,27.7,,31,,uniform,igneous,volcanic,andesite,Igneous:Extrusive,Lava,Andesite,AF-TH,1,1,N,0,,0,1,[],Brown and Golombek (1997),Armstrong et al. (2013),,age based on range estimated in Armstrong et al. (2013),10.1029/97GL00127:10.1029/91JB00068:10.1130/2013.2494(02),San_Luis_Hills_volcanics,144,47,-27.8,138.5,-47,324,3.3,TRUE
28,Conejos Formation,37.5,-106.1,8,51.4,41.5,,,,44.3,346,,,,,29.35,27.7,,31,,uniform,igneous,volcanic,andesite,Igneous:Extrusive,Lava,Andesite,AF-TH,1,1,N,0,,0,1,[],Brown and Golombek (1997),Armstrong et al. (2013),k and a95 for this site are reported from Bingham statistics because site mean determined entirely from remagnetization circles (see paper for values).,age based on range estimated in Armstrong et al. (2013),10.1029/97GL00127:10.1029/91JB00068:10.1130/2013.2494(02),San_Luis_Hills_volcanics,346.0136843,44.34039337,-41.5,231.4,-44.34039337,166.0136843,3.3,TRUE
29,Conejos Formation,37.19,-105.7,7,356.4,57.3,227,4,,87.1,179.6,,,,,29.35,27.7,,31,,uniform,igneous,volcanic,dacite,Igneous:Extrusive,Lava,Dacite,AF-TH,1,1,N,0,,0,1,[],Brown and Golombek (1997),Armstrong et al. (2013),,age based on range estimated in Armstrong et al. (2013),10.1029/97GL00127:10.1029/91JB00068:10.1130/2013.2494(02),San_Luis_Hills_volcanics,179.5989303,87.0560743,-57.3,176.4,-87.0560743,359.5989303,3.3,TRUE
30,Conejos Formation,37.16680688,-105.8712158,8,351.7,46.2,108,5.4,,78.1,112.5,,,,,29.35,27.7,,31,,uniform,igneous,volcanic,andesite,Igneous:Extrusive,Lava,Andesite,AF-TH,1,1,N,0,,0,1,[],Brown and Golombek (1997),Armstrong et al. (2013),,age based on range estimated in Armstrong et al. (2013),10.1029/97GL00127:10.1029/91JB00068:10.1130/2013.2494(02),San_Luis_Hills_volcanics,112.5,78.1,-46.2,171.7,-78.1,292.5,3.3,TRUE
51,Tularosa Canyon,34,-108.26,9,184.5,-28.1,421.7,2.5,,70.4,57.6,,,,,31,28,,34,,normal,igneous,volcanic,ash flow,Igneous:Extrusive,Pyroclastite,Not Specified,AF-TH,1,0,,0,,0,1,[],Diehl et al. (1988),Diehl et al. (1988),,"Age range as reported in Diehl et al. (1988) [not updated], but assumed a 2 sigma uncertainty of +/- 3 Ma according to average uniform error range reported.",10.1029/JB093iB05p04869:10.1029/91JB00603,Mogollon-Datil_volcanics,238.6015802,-70.51916079,-28.1,184.5,-70.51916079,238.6015802,6,TRUE
90,Tadpole Ridge,32.89,-108.24,7,196.4,-9.6,52.5,8.4,,58,39.6,,,,,31.39,31.27,,31.51,,normal,igneous,volcanic,ash flow,Igneous:Extrusive,Pyroclastite,Not Specified,AF-TH,1,0,,0,,13,1,[],Diehl et al. (1988),McIntosh et al. (1991),,Based on one Ar-Ar date,10.1029/JB093iB05p04869:10.1029/91JB00603,Mogollon-Datil_volcanics,219.6502472,-58.04289378,-9.6,196.4,-58.04289378,219.6502472,0.24,TRUE
14/15,Tadpole Ridge,32.895,-108.24,16,199.9,-69.3,105.2,3.6,,65.4,281.2,,,,,31.39,31.27,,31.51,,normal,igneous,volcanic,ash flow,Igneous:Extrusive,Pyroclastite,Not Specified,AF-TH,1,0,,0,,M5,1,[],Diehl et al. (1988),McIntosh et al. (1991),,Based on one Ar-Ar date,10.1029/JB093iB05p04869:10.1029/91JB00603,Mogollon-Datil_volcanics,101.3104027,-65.41043711,-69.3,199.9,-65.41043711,101.3104027,0.24,TRUE
Tadpole Ridge lower member mean,Tadpole Ridge lower member,32.8,-108.6,6,203.8,-71.1,38,11,,-61.8,100.3,13.9,18.6,,,31.39,31.27,,31.51,,normal,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,M5,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Based on one Ar-Ar date,10.1029/91JB00603:10.1130/0016-7606(1992)104<0851:TSFFTE>2.3.CO;2,Mogollon-Datil_volcanics,100.2706839,-61.82224028,-71.1,203.8,-61.82224028,100.2706839,0.24,TRUE
Caballo Blanco mean,Caballo Blanco,32.971,-108.457,6,171.4,-46,229,4.4,,80.7,126.8,190.2,4.9,,,31.65,31.53,,31.77,,normal,igneous,volcanic,ignimbrite,Igneous:Extrusive,Tuff,Not Specified,AF-TH,1,0,,0,,M30,2,[],"McIntosh (1991), McIntosh et al. (1991) and McIntosh et al. (1992)",McIntosh et al. (1991) and McIntosh et al. (1992),,Based on average of 5 Ar-Ar dates,10.1029/91JB00603:10.1130/0016-7606(1992)104<0851:TSFFTE>2.3.CO;2,Mogollon-Datil_volcanics,306.7976295,-80.69980149,-46,171.4,-80.69980149,306.7976295,0.24,TRUE
