name,fm./loc.,slat,slon,n,dec,inc,k,alpha95,f_corr,VGP_lat,VGP_lon,K,A95,dp,dm,mean_age,min_age,2sig_min,max_age,2sig_max,uncer_dist,rock_typ_1,rock_typ_2,rock_typ_3,geologic_classes,geologic_types,lithologies,demag,struc_cont,rot_area,polarity,strat_group,ordering,synch_unit,in_study_pole,rej_crit,pmag_ref,age_ref,pmag_comments,age_comments,citations,Study,VGP_lon_recalc,VGP_lat_recalc,inc_reverse,dec_reverse,vgp_lat_SH,vgp_lon_SH,age_uncertainty,keep
sr16,McKinney Basalt,42.88822,244.92279,7,347.4,65.6,227.9,4,,79.89721112,188.2451584,,,,,0.052,0.028,,0.076,,normal,igneous,volcanic,,Igneous:Extrusive,Lava,Basalt,AF-TH,1,0,N,0,,0,1,[],Tauxe et al. (2004),Tauxe et al. (2004),,,10.1029/2003GC000661,Snake_River_Plain,188.2451584,79.89721112,-65.6,167.4,-79.89721112,8.245158402,0.048,TRUE
1C684,Sawmill Creek basalt,36.91,241.69,8,0.4,70.2,248,3.5,,72.6,242.5,,,,,0.053,0.009,,0.097,,normal,igneous,volcanic,basalt,Igneous:Extrusive,Lava,Basalt,BL-AF,1,0,N,0,,0,1,[],Mankinen (2008),Mankinen (2008),,,10.1029/2008GC001957,SW_USA_composite,242.4743905,72.66336973,-70.2,180.4,-72.66336973,62.47439049,0.088,TRUE
S46,Battleship Rock,35.86,253.36,9,358.3,43.2,317,2.9,,79.2,81.6,,,,,0.055,0.05,,0.06,,uniform,igneous,volcanic,ash flow,Igneous:Extrusive,Tuff,Felsic tuff,AF-TH,1,0,N,1,2,0,1,[],Doell et al. (1968),Goff et al. (2011),,,10.1130/MEM116-p211:https://ui.adsabs.harvard.edu/abs/2011AGUFM.V13C2606G/abstract,Valles_Caldera_volcanics,81.59363436,79.19241141,-43.2,178.3,-79.19241141,261.5936344,0.01,TRUE
5L209,Long Valley Caldera - late basalts and trachyandesites,37.58879305,-118.8900847,5,338,37.6,234,5,,64.8,116.3,,,,,0.064,0.036,,0.092,,normal,igneous,volcanic,basalt,Igneous:Extrusive,Lava,Basalt,BL-AF,0,0,N,0,,0,1,[],Mankinen et al. (1986),Mankinen et al. (1986),,K-Ar ages not updated from 1986 standards,10.1029/JB091iB01p00633,Long_Valley_Caldera_volcanics,116.3,64.8,-37.6,158,-64.8,296.3,0.056,TRUE
5L352,Long Valley Caldera - late basalts and trachyandesites,37.57885945,-119.0200201,8,17.7,25.8,741,2,,61.3,23,,,,,0.086,0.066,,0.106,,normal,igneous,volcanic,basalt,Igneous:Extrusive,Lava,Basalt,BL-AF,0,0,N,0,,0,1,[],Mankinen et al. (1986),Mankinen et al. (1986),,K-Ar ages not updated from 1986 standards,10.1029/JB091iB01p00633,Long_Valley_Caldera_volcanics,23,61.3,-25.8,197.7,-61.3,203,0.04,TRUE
5L344,Long Valley Caldera - late basalts and trachyandesites,37.56855416,-118.7576259,8,5.8,48.4,471,2.6,,80.5,29,,,,,0.095,0.069,,0.121,,normal,igneous,volcanic,basalt,Igneous:Extrusive,Lava,Basalt,BL-AF,0,0,N,0,,0,1,[],Mankinen et al. (1986),Mankinen et al. (1986),,K-Ar ages not updated from 1986 standards,10.1029/JB091iB01p00633,Long_Valley_Caldera_volcanics,28.9999999,80.50000003,-48.4,185.8,-80.50000003,208.9999999,0.052,TRUE
sr04,Springs Basalt,42.60104,245.59638,5,16.5,54.6,316.1,4.3,,75.17624315,0.378983311,,,,,0.095,0.081,,0.109,,normal,igneous,volcanic,,Igneous:Extrusive,Lava,Basalt,AF-TH,1,0,N,0,,0,1,[],Tauxe et al. (2004),Tauxe et al. (2004),,,10.1029/2003GC000661,Snake_River_Plain,0.378983311,75.17624315,-54.6,196.5,-75.17624315,180.3789833,0.028,TRUE
5L290,Long Valley Caldera - moat rhyolites,37.64719349,-119.223193,8,349.7,50.9,136,4.8,,79.6,118.3,,,,,0.097,0.085,,0.109,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,BL-AF,0,0,N,0,,0,1,[],Mankinen et al. (1986),Mankinen et al. (1986),,K-Ar ages not updated from 1986 standards,10.1029/JB091iB01p00633,Long_Valley_Caldera_volcanics,118.3,79.6,-50.9,169.7,-79.6,298.3,0.024,TRUE
5L334,Long Valley Caldera - late basalts and trachyandesites,37.74608474,-117.9078285,5,358.9,58.5,411,3.8,,88.3,212,,,,,0.103,0.085,,0.121,,normal,igneous,volcanic,basalt,Igneous:Extrusive,Lava,Basalt,BL-AF,0,0,N,0,,0,1,[],Mankinen et al. (1986),Mankinen et al. (1986),,K-Ar ages not updated from 1986 standards,10.1029/JB091iB01p00633,Long_Valley_Caldera_volcanics,212,88.3,-58.5,178.9,-88.3,32.00000002,0.036,TRUE
5L298,Long Valley Caldera - moat rhyolites,37.71769635,-118.7860064,6,346.1,63.6,133,5.8,,77.2,191.4,,,,,0.11,0.088,,0.132,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,BL-AF,0,0,N,0,,0,1,[],Mankinen et al. (1986),Mankinen et al. (1986),,K-Ar ages not updated from 1986 standards,10.1029/JB091iB01p00633,Long_Valley_Caldera_volcanics,191.4,77.2,-63.6,166.1,-77.2,11.4,0.044,TRUE
TL1,Tequila volcanic field,20.804333,-103.7965,6,358.5,23.3,78,7.7,,81.5,86.5,,,,,0.115,0.079,,0.151,,normal,igneous,volcanic,andesite,Igneous:Extrusive,Lava,Andesite,AF-TH,1,0,N,0,,0,1,[],Ceja et al. (2006),Ceja et al. (2006),,,10.1186/BF03352631,Tequila_volcanic_field,85.86509504,81.22937317,-23.3,178.5,-81.22937317,265.865095,0.072,TRUE
5L420,Long Valley Caldera - moat rhyolites,37.77374596,-118.9345134,8,336.3,65.7,191,4,,70,189.1,,,,,0.115,0.109,,0.121,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,BL-AF,0,0,N,0,,0,1,[],Mankinen et al. (1986),Mankinen et al. (1986),,K-Ar ages not updated from 1986 standards,10.1029/JB091iB01p00633,Long_Valley_Caldera_volcanics,189.1,70,-65.7,156.3,-70,9.1,0.012,TRUE
sr31,Table Legs Basalt,43.42133,247.25587,8,23.2,54,1836.2,1.3,,69.98692465,355.771278,,,,,0.124,0.046,,0.202,,normal,igneous,volcanic,,Igneous:Extrusive,Lava,Basalt,AF-TH,1,0,N,0,,0,1,[],Tauxe et al. (2004),Tauxe et al. (2004),,,10.1029/2003GC000661,Snake_River_Plain,355.771278,69.98692465,-54,203.2,-69.98692465,175.771278,0.156,TRUE
5L306,Long Valley Caldera - quartz latites,37.75969566,-118.8879104,7,355.6,66.6,74,7.1,,78.2,226.9,,,,,0.154,0.052,0.02,0.256,0.092,uniform,igneous,volcanic,quartz latite,Igneous:Extrusive,Lava,Quartz Latite,BL-AF,0,0,N,0,,0,1,[],Mankinen et al. (1986),Mankinen et al. (1986),,Age range based on range of ages for quartz latites; K-Ar ages not updated from 1986 standards,10.1029/JB091iB01p00633,Long_Valley_Caldera_volcanics,226.9,78.2,-66.6,175.6,-78.2,46.9,0.204,TRUE
5L233,Long Valley Caldera - late basalts and trachyandesites,37.70860407,-118.718051,8,332.3,37.9,1604,1.4,,61,124.6,,,,,0.157,0.086,0.02,0.228,0.164,uniform,igneous,volcanic,basalt,Igneous:Extrusive,Lava,Basalt,BL-AF,0,0,N,0,,0,1,[],Mankinen et al. (1986),Mankinen et al. (1986),,Age range based on range of ages for late basalts; K-Ar ages not updated from 1986 standards,10.1029/JB091iB01p00633,Long_Valley_Caldera_volcanics,124.6,61,-37.9,152.3,-61,304.6,0.142,TRUE
5L360,Long Valley Caldera - late basalts and trachyandesites,37.51374726,-119.4405472,8,340.2,60.2,189,4.1,,74.3,170,,,,,0.157,0.086,0.02,0.228,0.164,uniform,igneous,volcanic,basalt,Igneous:Extrusive,Lava,Basalt,BL-AF,0,0,N,0,,0,1,[],Mankinen et al. (1986),Mankinen et al. (1986),,Age range based on range of ages for late basalts; K-Ar ages not updated from 1986 standards,10.1029/JB091iB01p00633,Long_Valley_Caldera_volcanics,170,74.3,-60.2,160.2,-74.3,350,0.142,TRUE
5L225,Long Valley Caldera - late basalts and trachyandesites,37.64187345,-119.0389879,8,32,70.4,147,4.6,,62.5,282.7,,,,,0.157,0.086,0.02,0.228,0.164,uniform,igneous,volcanic,basalt,Igneous:Extrusive,Lava,Basalt,BL-AF,0,0,N,0,,0,1,[],Mankinen et al. (1986),Mankinen et al. (1986),,Age range based on range of ages for late basalts; K-Ar ages not updated from 1986 standards,10.1029/JB091iB01p00633,Long_Valley_Caldera_volcanics,282.7,62.5,-70.4,212,-62.5,102.7,0.142,TRUE
5L217,Long Valley Caldera - late basalts and trachyandesites,37.47421769,-118.0745857,8,14.8,57.5,313,3.1,,78.3,324.2,,,,,0.157,0.086,0.02,0.228,0.164,uniform,igneous,volcanic,basalt,Igneous:Extrusive,Lava,Basalt,BL-AF,0,0,N,0,,0,1,[],Mankinen et al. (1986),Mankinen et al. (1986),,Age range based on range of ages for late basalts; K-Ar ages not updated from 1986 standards,10.1029/JB091iB01p00633,Long_Valley_Caldera_volcanics,324.2,78.3,-57.5,194.8,-78.3,144.2,0.142,TRUE
1C614,Middle Fork Stanislaus River basalt,38.33,240.19,8,343.6,68.1,71,6.6,,72.7,203.5,,,,,0.158,0.133,,0.183,,normal,igneous,volcanic,basalt,Igneous:Extrusive,Lava,Basalt,BL-AF,1,0,N,0,,0,1,[],Mankinen (2008),Mankinen (2008),,,10.1029/2008GC001957,SW_USA_composite,203.630548,72.72221476,-68.1,163.6,-72.72221476,23.63054799,0.05,TRUE
3V021,South Fork cone lava,36.36,241.72,6,4.2,57.6,817,2.4,,86.2,301,,,,,0.176,0.155,,0.197,,normal,igneous,volcanic,lava,Igneous:Extrusive,Lava,Basalt,BL-AF,1,0,N,0,,0,1,[],Mankinen (2008),Mankinen (2008),,,10.1029/2008GC001957,SW_USA_composite,301.175993,86.16996585,-57.6,184.2,-86.16996585,121.175993,0.042,TRUE
TL5,Tequila volcanic field,20.866,-103.84,3,359.7,22.9,56,8.8,,81.4,78.5,,,,,0.178,0.162,,0.194,,normal,igneous,volcanic,andesite,Igneous:Extrusive,Lava,Andesite,AF-TH,1,0,N,0,,0,1,[],Ceja et al. (2006),Ceja et al. (2006),,,10.1186/BF03352631,Tequila_volcanic_field,78.04821102,81.05544819,-22.9,179.7,-81.05544819,258.048211,0.032,TRUE
sr29,Hells Half Acre,43.30504,247.73219,8,9.4,62.7,1244.7,1.6,,83.16245657,327.9067269,,,,,0.184,0.156,,0.212,,normal,igneous,volcanic,,Igneous:Extrusive,Lava,Basalt,AF-TH,1,0,N,0,,0,1,[],Tauxe et al. (2004),Tauxe et al. (2004),,,10.1029/2003GC000661,Snake_River_Plain,327.9067269,83.16245657,-62.7,189.4,-83.16245657,147.9067269,0.056,TRUE
TM3,Tequila volcanic field,20.81,-103.845,6,10.5,26.1,128,6.5,,77.9,16.7,,,,,0.191,0.165,,0.217,,normal,igneous,volcanic,andesite,Igneous:Extrusive,Lava,Andesite,AF-TH,1,0,N,0,,0,1,[],Ceja et al. (2006),Ceja et al. (2006),,,10.1186/BF03352631,Tequila_volcanic_field,19.59681044,77.7533688,-26.1,190.5,-77.7533688,199.5968104,0.052,TRUE
sr30,Taber Butte,43.36817,247.3447,7,7.5,66.7,488.6,2.7,,82.16207609,286.0010914,,,,,0.191,0.175,,0.207,,normal,igneous,volcanic,,Igneous:Extrusive,Lava,Basalt,AF-TH,1,0,N,0,,0,1,[],Tauxe et al. (2004),Tauxe et al. (2004),,,10.1029/2003GC000661,Snake_River_Plain,286.0010914,82.16207609,-66.7,187.5,-82.16207609,106.0010914,0.032,TRUE
TM2,Tequila volcanic field,20.79017,-103.851,5,345.6,41.5,61,8.9,,76.2,183.4,,,,,0.196,0.18,,0.212,,normal,igneous,volcanic,andesite,Igneous:Extrusive,Lava,Andesite,AF-TH,1,0,N,0,,0,1,[],Ceja et al. (2006),Ceja et al. (2006),,,10.1186/BF03352631,Tequila_volcanic_field,181.819112,76.33702043,-41.5,165.6,-76.33702043,1.819111987,0.032,TRUE
TM1,Tequila volcanic field,20.78967,-103.849,6,12.3,24.7,45,9.9,,76,17.1,,,,,0.216,0.194,,0.238,,normal,igneous,volcanic,andesite,Igneous:Extrusive,Lava,Andesite,AF-TH,1,0,N,0,,0,1,[],Ceja et al. (2006),Ceja et al. (2006),,,10.1186/BF03352631,Tequila_volcanic_field,17.89384223,75.86967912,-24.7,192.3,-75.86967912,197.8938422,0.044,TRUE
TM6,Tequila volcanic field,20.88383,-103.899,5,11.5,37.3,64,9.6,,79.2,342.7,,,,,0.261,0.239,,0.283,,normal,igneous,volcanic,basalt,Igneous:Extrusive,Lava,Basalt,AF-TH,1,0,N,0,,0,1,[],Ceja et al. (2006),Ceja et al. (2006),,,10.1186/BF03352631,Tequila_volcanic_field,344.2173173,79.25659225,-37.3,191.5,-79.25659225,164.2173173,0.044,TRUE
sr23,Idaho Group,42.52872,245.97898,6,14,46.6,565,2.9,,71.4570036,23.71829264,,,,,0.291,0.259,,0.323,,normal,igneous,volcanic,,Igneous:Extrusive,Lava,Basalt,AF-TH,1,0,N,0,,0,1,[],Tauxe et al. (2004),Tauxe et al. (2004),,,10.1029/2003GC000661,Snake_River_Plain,23.71829264,71.4570036,-46.6,194,-71.4570036,203.7182926,0.064,TRUE
5L492,Long Valley Caldera - moat rhyolites,37.67848624,-118.9290078,5,347,66.5,136,6.6,,75.3,205.5,,,,,0.329,0.283,,0.375,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,BL-AF,0,0,N,0,,0,1,[],Mankinen et al. (1986),Mankinen et al. (1986),,K-Ar ages not updated from 1986 standards,10.1029/JB091iB01p00633,Long_Valley_Caldera_volcanics,205.5,75.3,-66.5,167,-75.3,25.5,0.092,TRUE
TM11,Tequila volcanic field,20.685,-103.883,6,356.4,48.1,63,8.7,,80.7,236.6,,,,,0.343,0.267,,0.419,,normal,igneous,volcanic,basaltic andesite,Igneous:Extrusive,Lava,Basaltic Andesite,AF-TH,1,0,N,0,,0,1,[],Ceja et al. (2006),Ceja et al. (2006),,,10.1186/BF03352631,Tequila_volcanic_field,235.713088,80.94835125,-48.1,176.4,-80.94835125,55.71308802,0.152,TRUE
2C804,Soda Bay dacite,39.01,237.2,5,0,56.2,118,7.1,,87.6,39,,,,,0.35,0.29,,0.41,,normal,igneous,volcanic,dacite,Igneous:Extrusive,Lava,Dacite,BL-AF,1,0,N,0,,0,1,[],Mankinen (2008),Mankinen (2008),,,10.1029/2008GC001957,SW_USA_composite,57.2,87.74572561,-56.2,180,-87.74572561,237.2,0.12,TRUE
5L484,Long Valley Caldera - moat rhyolites,37.73564824,-118.6135793,6,349.1,61.4,99,6.8,,80.4,184.7,,,,,0.362,0.346,,0.378,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,BL-AF,0,0,N,0,,0,1,[],Mankinen et al. (1986),Mankinen et al. (1986),,discrepancy in reported age between Table 3 and Fig. 2; here used value from Fig. 2; K-Ar ages not updated from 1986 standards,10.1029/JB091iB01p00633,Long_Valley_Caldera_volcanics,184.7,80.4,-61.4,169.1,-80.4,4.7,0.032,TRUE
sr11,Malad Basalt,42.8418,245.11175,7,346.5,73.7,430.3,3,,71.24518273,223.6087213,,,,,0.373,0.361,,0.385,,normal,igneous,volcanic,,Igneous:Extrusive,Lava,Basalt,AF-TH,1,0,N,0,,0,1,[],Tauxe et al. (2004),Tauxe et al. (2004),,,10.1029/2003GC000661,Snake_River_Plain,223.6087213,71.24518273,-73.7,166.5,-71.24518273,43.60872134,0.024,TRUE
1C651,June Lake basalt,37.8,240.93,11,346.3,70.2,225,3.1,,71,215.7,,,,,0.3865,0,,0.773,,uniform,igneous,volcanic,basalt,Igneous:Extrusive,Lava,Basalt,BL-AF,1,0,N,0,,0,1,[],Mankinen (2008),GTS2020,,age range of Brunhes Chron,10.1029/2008GC001957,SW_USA_composite,215.6681956,71.07759725,-70.2,166.3,-71.07759725,35.66819559,0.773,TRUE
1C671,Cada Diablo Mtn. basalt,37.68,241.5,9,305.3,47.8,50,7.4,,44.1,157.4,,,,,0.3865,0,,0.773,,uniform,igneous,volcanic,basalt,Igneous:Extrusive,Lava,Basalt,BL-AF,1,0,N,0,,0,1,[],Mankinen (2008),GTS2020,,age range of Brunhes Chron,10.1029/2008GC001957,SW_USA_composite,157.3208797,44.07853534,-47.8,125.3,-44.07853534,337.3208797,0.773,TRUE
1C701,N. Fork Oak Creek basalt,36.84,241.69,6,344.9,60.6,324,3.7,,77.4,178.5,,,,,0.3865,0,,0.773,,uniform,igneous,volcanic,basalt,Igneous:Extrusive,Lava,Basalt,BL-AF,1,0,N,0,,0,1,[],Mankinen (2008),GTS2020,,age range of Brunhes Chron,10.1029/2008GC001957,SW_USA_composite,178.4361093,77.39686733,-60.6,164.9,-77.39686733,358.4361093,0.773,TRUE
3V028,Tunnel cone lava,36.37,241.72,9,8.8,55.4,120,4.7,,82.9,333,,,,,0.3865,0,,0.773,,uniform,igneous,volcanic,lava,Igneous:Extrusive,Lava,Basalt,BL-AF,1,0,N,0,,0,1,[],Mankinen (2008),GTS2020,,age range of Brunhes Chron,10.1029/2008GC001957,SW_USA_composite,332.6231521,82.88353665,-55.4,188.8,-82.88353665,152.6231521,0.773,TRUE
3V038,South Fork cone lava,36.36,241.7,10,5.6,56.4,304,2.8,,85.5,322.4,,,,,0.3865,0,,0.773,,uniform,igneous,volcanic,lava,Igneous:Extrusive,Lava,Basalt,BL-AF,1,0,N,0,,0,1,[],Mankinen (2008),GTS2020,,age range of Brunhes Chron,10.1029/2008GC001957,SW_USA_composite,322.3795646,85.46813479,-56.4,185.6,-85.46813479,142.3795646,0.773,TRUE
3V048,Groundhog cone basalt,36.36,241.68,11,359.6,53.4,85,5,,87.6,70,,,,,0.3865,0,,0.773,,uniform,igneous,volcanic,basalt,Igneous:Extrusive,Lava,Basalt,BL-AF,1,0,N,0,,0,1,[],Mankinen (2008),GTS2020,,age range of Brunhes Chron,10.1029/2008GC001957,SW_USA_composite,69.52501091,87.56834951,-53.4,179.6,-87.56834951,249.5250109,0.773,TRUE
3V061,South Fork cone basalt,36.36,241.63,8,359.1,59.3,522,2.4,,86.2,230.9,,,,,0.3865,0,,0.773,,uniform,igneous,volcanic,basalt,Igneous:Extrusive,Lava,Basalt,BL-AF,1,0,N,0,,0,1,[],Mankinen (2008),GTS2020,,age range of Brunhes Chron,10.1029/2008GC001957,SW_USA_composite,231.2038322,86.19324763,-59.3,179.1,-86.19324763,51.20383223,0.773,TRUE
3V077,South Fork cone lava,36.35,241.6,7,359.7,55.3,285,3.6,,89.4,82.3,,,,,0.3865,0,,0.773,,uniform,igneous,volcanic,lava,Igneous:Extrusive,Lava,Basalt,BL-AF,1,0,N,0,,0,1,[],Mankinen (2008),GTS2020,,age range of Brunhes Chron,10.1029/2008GC001957,SW_USA_composite,86.79941814,89.42874863,-55.3,179.7,-89.42874863,266.7994181,0.773,TRUE
sr40,Henry's Fork caldera,44.15663,248.57442,5,192.9,-60.7,328.1,4.2,,-80.2520235,168.6852589,,,,,0.39,0.33,,0.45,,normal,igneous,volcanic,,Igneous:Extrusive,Lava,Basalt,AF-TH,1,0,R,0,,0,1,[],Tauxe et al. (2004),Tauxe et al. (2004),,,10.1029/2003GC000661,Snake_River_Plain,168.6852589,-80.2520235,-60.7,192.9,-80.2520235,168.6852589,0.12,TRUE
sr09,Springs Basalt,42.73656,245.16456,7,14.6,77.9,410.5,3,,64.66272365,258.5861512,,,,,0.395,0.375,,0.415,,normal,igneous,volcanic,,Igneous:Extrusive,Lava,Basalt,AF-TH,1,0,N,0,,0,1,[],Tauxe et al. (2004),Tauxe et al. (2004),,,10.1029/2003GC000661,Snake_River_Plain,258.5861512,64.66272365,-77.9,194.6,-64.66272365,78.5861512,0.04,TRUE
sr12,Madson Basalt,42.8657,245.12742,5,15.3,44.8,227.6,5.1,,69.34946138,23.04806425,,,,,0.404,0.39,,0.418,,normal,igneous,volcanic,,Igneous:Extrusive,Lava,Basalt,AF-TH,1,0,N,0,,0,1,[],Tauxe et al. (2004),Tauxe et al. (2004),,,10.1029/2003GC000661,Snake_River_Plain,23.04806425,69.34946138,-44.8,195.3,-69.34946138,203.0480643,0.028,TRUE
TL2,Tequila volcanic field,20.841,-103.828,6,341.6,20.5,63,8.5,,69.7,140,,,,,0.416,0.41,,0.422,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,AF-TH,1,0,N,0,,0,1,[],Ceja et al. (2006),Ceja et al. (2006),,,10.1186/BF03352631,Tequila_volcanic_field,138.8780816,69.56492371,-20.5,161.6,-69.56492371,318.8780816,0.012,TRUE
5L401,Long Valley Caldera - moat rhyolites,37.75801202,-118.9981198,8,14,45.8,208,3.9,,74.2,8.8,,,,,0.481,0.461,,0.501,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,BL-AF,0,0,N,0,,0,1,[],Mankinen et al. (1986),Mankinen et al. (1986),,K-Ar ages not updated from 1986 standards,10.1029/JB091iB01p00633,Long_Valley_Caldera_volcanics,8.8,74.2,-45.8,194,-74.2,188.8,0.04,TRUE
5L409,Long Valley Caldera - moat rhyolites,37.65842297,-118.8186052,7,2.5,51.7,133,5.3,,84.3,39.4,,,,,0.523,0.501,,0.545,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,BL-AF,0,0,N,0,,0,1,[],Mankinen et al. (1986),Mankinen et al. (1986),,K-Ar ages not updated from 1986 standards,10.1029/JB091iB01p00633,Long_Valley_Caldera_volcanics,39.4,84.3,-51.7,182.5,-84.3,219.4,0.044,TRUE
5L476,Long Valley Caldera - moat rhyolites,37.83854424,-119.2595977,8,17.5,50.1,379,2.9,,74,351.3,,,,,0.527,0.503,,0.551,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,BL-AF,0,0,N,0,,0,1,[],Mankinen et al. (1986),Mankinen et al. (1986),,K-Ar ages not updated from 1986 standards,10.1029/JB091iB01p00633,Long_Valley_Caldera_volcanics,351.3,74,-50.1,197.5,-74,171.3,0.048,TRUE
S43,La Jara,35.86,253.5,7,354,51.9,306,3.5,,84,131.5,,,,,0.53,0.52,,0.54,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,AF-TH,1,0,N,0,,0,1,[],Doell et al. (1968),Goff et al. (2011),,,10.1130/MEM116-p211:https://ui.adsabs.harvard.edu/abs/2011AGUFM.V13C2606G/abstract,Valles_Caldera_volcanics,131.312017,84.0223718,-51.9,174,-84.0223718,311.312017,0.02,TRUE
qcrROD,Central sector of TMVB,19.59,-101.58,10,189.1,-43.2,46.4,6.5,,79.9,313.3,,,,,0.54,0.47,,0.61,,normal,igneous,volcanic,mafic to intermediate lavas,Igneous:Extrusive,Lava,Felsic lava:Andesitic lava,AF-TH,1,0,,0,,0,1,[],Ruiz-Martínez et al. (2010),Ruiz-Martínez et al. (2010),,,10.1111/j.1365-246X.2009.04447.x,Western_Central_TMVB,133.2883933,-79.91835665,-43.2,189.1,-79.91835665,133.2883933,0.14,TRUE
qcnAGU,Central sector of TMVB,19.38,-102.24,9,10.3,31.5,30.1,8.5,,79.9,359.6,,,,,0.55,0.49,,0.61,,normal,igneous,volcanic,mafic to intermediate lavas,Igneous:Extrusive,Lava,Felsic lava:Andesitic lava,AF-TH,1,0,,0,,0,1,[],Ruiz-Martínez et al. (2010),Ruiz-Martínez et al. (2010),,,10.1111/j.1365-246X.2009.04447.x,Western_Central_TMVB,359.5880533,79.94077669,-31.5,190.3,-79.94077669,179.5880533,0.12,TRUE
S45,San Antonio II,35.94,253.4,7,7.6,55.2,48,8.8,,83.8,343.6,,,,,0.557,0.553,,0.561,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,AF-TH,1,0,N,0,,0,1,[],Doell et al. (1968),Goff et al. (2011),,,10.1130/MEM116-p211:https://ui.adsabs.harvard.edu/abs/2011AGUFM.V13C2606G/abstract,Valles_Caldera_volcanics,343.108816,83.83671783,-55.2,187.6,-83.83671783,163.108816,0.008,TRUE
S42,San Antonio I,35.9,253.36,7,8.8,59.8,81,6.7,,81.6,305.9,,,,,0.557,0.553,,0.561,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,AF-TH,1,0,N,0,,0,1,[],Doell et al. (1968),Goff et al. (2011),,,10.1130/MEM116-p211:https://ui.adsabs.harvard.edu/abs/2011AGUFM.V13C2606G/abstract,Valles_Caldera_volcanics,306.0880546,81.61488295,-59.8,188.8,-81.61488295,126.0880546,0.008,TRUE
sr22,Idaho Group,42.50001,245.84971,7,6.3,29.7,335.5,3.3,,62.87477287,52.46724859,,,,,0.591,0.561,,0.621,,normal,igneous,volcanic,,Igneous:Extrusive,Lava,Basalt,AF-TH,1,0,N,0,,0,1,[],Tauxe et al. (2004),Tauxe et al. (2004),,,10.1029/2003GC000661,Snake_River_Plain,52.46724859,62.87477287,-29.7,186.3,-62.87477287,232.4672486,0.06,TRUE
TM5,Tequila volcanic field,20.91267,-103.891,7,339.7,24.3,84,9.4,,69.1,147.6,,,,,0.604,0.598,,0.61,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,AF-TH,1,0,N,0,,0,1,[],Ceja et al. (2006),Ceja et al. (2006),,,10.1186/BF03352631,Tequila_volcanic_field,146.4578352,68.93983668,-24.3,159.7,-68.93983668,326.4578352,0.012,TRUE
TM8,Tequila volcanic field,20.78333,-103.008,6,356.5,26.9,79,7.6,,82.9,104.7,,,,,0.619,0.603,,0.635,,normal,igneous,volcanic,dacite,Igneous:Extrusive,Lava,Dacite,AF-TH,1,0,N,0,,0,1,[],Ceja et al. (2006),Ceja et al. (2006),,,10.1186/BF03352631,Tequila_volcanic_field,104.5437756,82.64995995,-26.9,176.5,-82.64995995,284.5437756,0.032,TRUE
TL3,Tequila volcanic field,20.85433,-103.864,7,356.7,17.5,82,9.5,,78,92.4,,,,,0.622,0.616,,0.628,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,AF-TH,1,0,N,0,,0,1,[],Ceja et al. (2006),Ceja et al. (2006),,,10.1186/BF03352631,Tequila_volcanic_field,91.59967349,77.68635655,-17.5,176.7,-77.68635655,271.5996735,0.012,TRUE
TL12,Tequila volcanic field,20.8635,-103.978,4,342.6,20.5,33,14.2,,70.5,138.3,,,,,0.632,0.616,,0.648,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,AF-TH,1,0,N,0,,0,1,[],Ceja et al. (2006),Ceja et al. (2006),,,10.1186/BF03352631,Tequila_volcanic_field,137.1100165,70.37870379,-20.5,162.6,-70.37870379,317.1100165,0.032,TRUE
TL4,Tequila volcanic field,20.89033,-103.943,5,1.6,26.8,53,11.5,,83.5,62.7,,,,,0.642,0.63,,0.654,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,AF-TH,1,0,N,0,,0,1,[],Ceja et al. (2006),Ceja et al. (2006),,,10.1186/BF03352631,Tequila_volcanic_field,63.00842051,83.1134502,-26.8,181.6,-83.1134502,243.0084205,0.024,TRUE
